id,name,description,origin
438,Camping: Rank 2,"When building a fire, roll a TN 16 Wis (Survival) test. When you or your allies sleep next to this fire you may receive the benefits of being Well Rested after only 6 hours of sleep.",talents
439,Camping: Rank 3,Gain advantage whenever you roll Wis (Survival) tests.,talents
440,Carousing: Rank 2,You no longer will feel hung over after a long night of drinking. You also recover from drunkeness twice as fast.,talents
441,Carousing: Rank 3,Gain advantage whenever you roll End (Poison Res) tests.,talents
442,Climbing: Rank 2,You may now climb at your normal movement speed.,talents
443,Climbing: Rank 3,Gain advantage whenever you roll Str (Climbing) tests.,talents
444,Contacts: Rank 2,"Select a faction. Gain +2 for Charmisma tests with that faction, but you will suffer a -1 for Charisma tests towards enemies of that faction.",talents
445,Contacts: Rank 3,"Select another faction. Gain +2 for Charmisma tests with that faction, but you will suffer a -1 for Charisma tests towards enemies of that faction.",talents
446,Cooking: Rank 2,You have developed your signature dish. Over time this dish will gain increased popularity as you feed it to higher profile tasters. ,talents
447,Cooking: Rank 3,Gain advantage whenever you roll Per (Tasting) tests.,talents
448,Costume Design: Rank 2,Whomever is wearing a disguise you made is able to gain advantage on a single Cha (Deception) test while wearing this disguise. (once per disguise),talents
449,Costume Design: Rank 3,"Your disguises not only make people look different, but they feel different too. Gain +1 to a single attribute that most matches the disguise you have designed. This bonus lasts until the disguise is removed or the wearer sleeps.",talents
450,Counsel: Rank 2,When you give advice to a character after succeeding a Cha (Empathy) test they will follow your advice. (within reason),talents
451,Counsel: Rank 3,Gain advantage whenever you roll Hrt (Empathy) tests.,talents
452,Crafting: Rank 2,Succeeding a TN 18 Dex (Crafting) test while others are watching will result in at least one person to want to purchase whatever you made.,talents
453,Crafting: Rank 3,Gain advantage whenever you roll Dex (Crafting) tests.,talents
454,Dancing: Rank 1,"You may now still move at your normal movement speed when moving over rough terrain.
Snow, rocks, unstable surfaces, etc",talents
455,Dancing: Rank 2,You can no longer be knocked prone.,talents
456,Dancing: Rank 3,Gain advantage whenever you roll Dex (Balance) tests.,talents
457,Debate: Rank 2,"Suceeding a TN 18 Cha (Persuasion) test will result in your target being so convinced you are in the right, they will spend their free time trying to convince others of your point. (unless this would harm themselves or their loved ones)",talents
458,Debate: Rank 3,Gain advantage whenever you roll Cha (Persuasion) tests.,talents
459,Demolition: Rank 1,Suceeding an Int (Engineering) test while examining a building or large structure will give you information on the weak points and where to hit it just right to bring the whole place down. (damage required varies),talents
460,Demolition: Rank 2,You've demolished enough buildings in your day to know how to escape safely. You now take 1/2 damage anytime you are escaping a demolished building or structure (whether you broke it or not),talents
461,Demolition: Rank 3,Gain advantage whenever you roll Int (Engineering) tests.,talents
462,Diplomacy: Rank 2,Your diplomatic skills allow you to impress others so much with Cha (Etiquette) tests that they will most likely completely forgive and forget any percieved strife or disagreement. (this will not work on foes currently engaged in combat),talents
463,Diplomacy: Rank 3,Gain advantage whenever you roll Cha (Etiquette) tests.,talents
464,Entertainment: Rank 2,"Succeeding in Cha (Performance) tests now always result in characters tipping you based on how well you did, and how much they enjoyed your performance.",talents
465,Entertainment: Rank 3,Gain advantage whenever you roll Cha (Performance) tests.,talents
466,Fishing: Rank 1,"You have unloacked the ability to fish up common (TN = 13), uncommon (TN = 15), rare (TN = 17), super rare (TN = 19), and legendary (TN = 21) fish.",talents
467,Fishing: Rank 2,If you have either the Dex (Sailing) focus or End (Swimming) focus you may add up to +1 to your Per (Touching) fishing test for each.,talents
468,Fishing: Rank 3,Gain advantage whenever you roll Per (Touching) tests.,talents
469,Gambling: Rank 2,"Whenever you fail a Cha (Gambling) test you can choose to go double or nothing to reroll to try again. If you win, you win double. If you lose, you lose double.",talents
470,Gambling: Rank 3,Gain advantage whenever you roll Cha (Gambling) tests.,talents
471,Gymnastics: Rank 2,Whenever you receive falling damage you receive half the normal amount you would have taken.,talents
472,Gymnastics: Rank 3,Gain advantage whenever you roll Dex (Acrobatics) tests.,talents
473,Heroism: Rank 2,When faced with deadly odds you stand courageously. Gain +1 to Hrt (Courage) tests for every foe that outnumbers you. (max +5),talents
474,Heroism: Rank 3,Gain advantage whenever you roll Hrt (Courage) tests.,talents
475,Intrigue: Rank 2,Succeeding a TN 17 Cha (Questioning) test will inspire you to be aware of the perfect question to ask your target. This question will be given you by the GM.,talents
476,Intrigue: Rank 3,Gain advantage whenever you roll Cha (Questioning) tests.,talents
477,Investigation: Rank 2,"Gain +2 towards detecting areas of criminal activity in an area as well as finding the locations of guards, cameras, and any other security measures.",talents
478,Investigation: Rank 3,Gain advantage whenever you roll Per (Searching) tests.,talents
479,Jumping: Rank 1,You no longer need a running start to achieve maximum jumping height/distance,talents
480,Jumping: Rank 2,"You no longer need to roll a jumping test for heights under 2 meters, or distances under 6 meters",talents
481,Jumping: Rank 3,Gain advantage whenever you roll Str (Jumping) tests.,talents
482,Leadership: Rank 3,Gain advantage whenever you roll Cha (Leadership) tests.,talents
483,Linguistics: Rank 1,Learn a second language of your choice from the same script of a language you speak.,talents
484,Linguistics: Rank 2,Choose a script other than the one you are familiar with and learn the basics and alphabet as well as a rudimentary understanding of one of the languages of that script.,talents
485,Linguistics: Rank 3,Learn a second language of your choice from any of the languages available. (can take this talent more than once),talents
486,Lying: Rank 2,Even when caught in a lie you are able to further lie your way out. Gain +2 to Cha (Deception) after being caught in a lie.,talents
487,Lying: Rank 3,Gain advantage whenever you roll Cha (Deception) tests.,talents
488,Mechanics: Rank 2,"Succeeding a TN 17 Dex (Tinkering) test will allow you to understand how to remake machinery to be smaller and more compact. 
(examples: completely rebuilding a device smaller, making an existing device retractable, foldable, or telescoping)",talents
489,Mechanics: Rank 3,Gain advantage whenever you roll Dex (Tinkering) tests.,talents
490,Medicine: Rank 2,You may now perform a First Aid action to attempt to cure a target of a debilitating effect or affliction. Roll vs the affliction's TN. (GM discretion),talents
491,Medicine: Rank 3,Gain advantage whenever you roll Int (Medicine) tests.,talents
492,Navigation: Rank 1,You are a trusted navigator. When you offer advice to others on a route to take or a path to avoid they are more likely to heed your advice. Gain +2 towards convincing others to take the route you suggest.,talents
493,Navigation: Rank 2,"You have memorized every map you have ever read. IF you have seen the map previously, it is impossible for you to get lost.",talents
494,Navigation: Rank 3,Gain advantage whenever you roll Wis (Navigation) tests.,talents
495,Piloting: Rank 2,"Select one of the following: 
Ace - Vehicle weapons systems deal 1d6 extra damage
Racer - Your vehicle movement speed increases by 3
Smuggler - Vehicle stealth checks gain +2",talents
496,Piloting: Rank 3,Gain advantage whenever you roll Dex (Piloting) tests.,talents
497,Riding: Rank 1,While mounted you are now immune to the knock prone stunt. You can't be dismounted against your will.,talents
498,Riding: Rank 2,You may now wield all 2-handed weapons while mounted.,talents
499,Riding: Rank 3,Gain advantage whenever you roll Dex (Riding) tests.,talents
500,Running: Rank 2,While Well Rested you gain +4 towards your End (Running) tests.,talents
501,Running: Rank 3,Gain advantage whenever you roll End (Running) tests.,talents
502,Sailing: Rank 1,Your sea legs and marine awareness make you more adept at fighting on water than land. Gain +1 Def and deal +1 extra damage while fighting aboard a nautical ship or boat.,talents
503,Sailing: Rank 2,"You have innate knack of knowing your ship inside and out. You will always be privy to changes made to your ship, the crew, or it's cargo.",talents
504,Sailing: Rank 3,Gain advantage whenever you roll Dex (Sailing) tests.,talents
505,Scholarship: Rank 2,"Pick a specialty type of lore. Gain +2 towards additional tests in that specialty. Ex) scientific, natural, military, historical, cultural, nautical, arcane, etc",talents
506,Scholarship: Rank 3,Gain advantage whenever you roll Int (Lore) tests.,talents
507,Scouting: Rank 2,When taking a turn of keeping watch at night you gain +3 towards Perception checks to detect enemies.,talents
508,Scouting: Rank 3,Gain advantage whenever you roll Per (Tracking) tests.,talents
509,Smithing: Rank 2,"Select any one type of ore. When smithing with that ore type you gain +2 to your Str (Smithing) test.
(this rank can be taken more than once, but only once per ore)",talents
510,Smithing: Rank 3,Gain advantage whenever you roll Str (Smithing) tests.,talents
511,Sneaking: Rank 1,You are now able to move at your full movement speed while sneaking without penalty. This does not apply to sprinting.,talents
512,Sneaking: Rank 3,Gain advantage whenever you roll Dex (Stealth) tests.,talents
513,Stealing: Rank 1,"Not only are you able to pick pockets, but you now have the ability to plant items in the pockets or bags of others. You must make a successful Dex (Sleight of Hand) test to plant any item less than 1kg and smaller than 1 liter. Doing so gives the target +3 towards detecting you however.",talents
514,Stealing: Rank 2,Successfully picking a lock once will allow you to automatically pick that exact lock again without needing to make a test no matter how much time has passed.,talents
515,Stealing: Rank 3,Gain advantage whenever you roll Dex (Sleight of Hand) tests.,talents
516,Swimming: Rank 1,You do not need to make any rolls for holding your breath for the first 2 rounds (or 2 minutes),talents
517,Swimming: Rank 2,You now are able to swim at your normal movement speed.,talents
518,Swimming: Rank 3,Gain advantage whenever you roll End (Swimming) tests.,talents
519,Toughness: Rank 1,You no longer suffer any penalties to your Defense when injured or knocked prone during combat.,talents
520,Toughness: Rank 2,"Make an End (Pain Resistance) test after one of your body parts is targeted and wounded.  The TN is 11+ the targeting modifier. If you pass, you may ignore the effects of this injury for the remainder of the encounter.",talents
521,Toughness: Rank 3,Gain advantage whenever you roll End (Pain Res) tests.,talents
522,Weight Lifting: Rank 2,You automatically pass the Str (Lifting) test for everything less than 100 kg.,talents
523,Weight Lifting: Rank 3,Gain advantage whenever you roll Str (Lifting) tests.,talents
524,Wrestling: Rank 2,You can now perform a take down for 3 doubles points after making brawling attack.,talents
525,Wrestling: Rank 3,Gain advantage whenever you roll Str (Grappling) tests.,talents
526,Zen: Rank 1,"Take some time to contemplate your life and evaluate your purpose. When succeeding a TN 16 Hrt (Meditation) test after a major life event (GM Discretion), you gain a Conviction Point.",talents
527,Zen: Rank 2,"After at least 3 hours of uninterrupted meditation and succeeding a TN 14 Hrt (Meditation) test, you may convert a single Conviction Point into a Level Up Point or vice-versa.",talents
528,Zen: Rank 3,Gain advantage whenever you roll Hrt (Meditation) tests.,talents
529,Dantalion's Fortune,When you are emotionally triggered during roleplaying/exploration scenarios you generate additional doubles points equal to your Hrt (Faith) focus bonus when you roll doubles.,constellation
530,Dantalion's Favor,When you are emotionally triggered during combat scenarios you generate additional doubles points equal to your Hrt (Faith) focus bonus when you roll doubles.,constellation
531,Dantalion's Blessing,"During combat, whenever you miss an attack or fail an ability test gain a bonus equal to your Hrt + Faith towards your next ability test or attack roll.",constellation
532,Baal's Fortune,Once per encounter you may swap your place in the initiative order with an ally.,constellation
533,Baal's Favor,You may now add your Hrt + Faith to your Per (Inititative) tests,constellation
534,Baal's Blessing,Once per day you may change every aspect of your physical appearance for a number of minutes equal to your Hrt + Faith bonus. This change is undetectable by arcana.,constellation
535,Seir's Fortune,All allies within 5m of you restore additional HP equal to your Hrt + Faith whenever they receive healing from any source.,constellation
536,Seir's Favor,Once per day if an adjacent ally falls into a dying state you may immediately stabilize them.,constellation
537,Seir's Blessing,"Every round of combat, you restore HP equal to your Hrt (Faith) focus bonus.",constellation
538,Blythe's Fortune,"Whenever you successfully land a stealth attack, you deal bonus arcane damage equivalent to your Hrt + Faith.",constellation
539,Blythe's Favor,Preemptively attacking a perceived threat in cold blood outside of a combat encounter grants you an arcane damage bonus equal to your Hrt + Faith.,constellation
540,Blythe's Blessing,When declaring a targeting attack against a specific body part you may increase your attack roll by an amount equal to your Hrt (Faith) focus bonus.,constellation
541,Morax's Fortune,"When fighting against those you have caught breaking their word, you gain an additional arcane damage bonus equal to your Hrt + Faith.",constellation
542,Morax's Favor,"Once per day you may add your Hrt + Faith bonus towards any one roll that will aid you in upholding a contract, oath, or the law.",constellation
543,Morax's Blessing,Whenever you fulfill an oath gain a temporary bonus to your attribute scores for a number of rounds equal to your Hrt (Faith) focus bonus. The bonus value is at the GM's discretion (related to the difficulty of the promise),constellation
544,Asmodeus' Fortune,"If you enter combat with maximum HP, you will be granted a temporary physical armor bonus equal to your Hrt + Faith bonus. This lasts until you receive physical damage.",constellation
545,Asmodeus' Favor,"If you enter combat with maximum MP, you will be granted a temporary arcane armor bonus equal to your Hrt + Faith bonus. This lasts until you receive arcane damage.",constellation
546,Asmodeus' Blessing,Asmodeus's Fortune and Favor now last the entire encounter.,constellation
547,Aster's Fortune,Gain a bonus to Dex (Sleight of Hand) or Dex (Acrobatics) equal to your Hrt + Faith towards escaping capture.,constellation
548,Aster's Favor,You may now add your Hrt + Faith bonus to your movement speed.,constellation
549,Aster's Blessing,"When there are no enemies within 10m of you, gain defense equal to your Hrt (Faith) focus bonus.",constellation
550,Zagan's Fortune,You may choose to go last in the initiative order. If you do you may gain a number of extra minor actions equal to your Hrt + Faith  bonus during this combat encounter. You may only use one extra minor action per turn.,constellation
551,Zagan's Favor,When you are last in the initiative order you may perform the prepare action as a free action insead of a minor action.,constellation
552,Zagan's Blessing,"For every creature you witness take their turn before you each round, gain bonus arcane damage equal to your Hrt (Faith) focus bonus. This effect resets each round of combat.",constellation
553,Atheist's Fortune,Gain a bonus to Cha (Persuasion) equal to your Hrt + Faith towards convincing others of the folley of the Constellations.,constellation
554,Atheist's Favor,Gain bonus armor equal to your Hrt + Faith bonus towards those who serve the constellations.,constellation
555,Atheist's Gift,Gain bonus physical damage equal to your Hrt + Faith bonus when attacking those who serve the constellations.,constellation
556,Atheist's Blessing,"Whenever a follower of a constellation uses a power against you via a Hrt (Faith) test, you may make an opposed Hrt (Faith) test. If you succeed, then you negate the effect of the ability they were trying to use.",constellation
